local_time, electricity in kW,,,,,local_time
2019-11-04 03:00:00,1971.601,,,,,2019-11-04 04:00:00
2019-11-04 04:00:00,2108.232,,,,,2019-11-04 05:00:00
2019-11-04 05:00:00,2267.365,,,,,2019-11-04 06:00:00
2019-11-04 06:00:00,2334.773,,,,,2019-11-04 07:00:00
2019-11-04 07:00:00,2376.728,,,,,2019-11-04 08:00:00
2019-11-04 08:00:00,2395.369,,,,,2019-11-04 09:00:00
2019-11-04 09:00:00,2400.285,,,,,2019-11-04 10:00:00
2019-11-04 10:00:00,2404.182,,,,,2019-11-04 11:00:00
2019-11-04 11:00:00,2412.669,,,,,2019-11-04 12:00:00
2019-11-04 12:00:00,2425.882,,,,,2019-11-04 13:00:00
2019-11-04 13:00:00,2424.155,,,,,2019-11-04 14:00:00
2019-11-04 14:00:00,2414.184,,,,,2019-11-04 15:00:00
2019-11-04 15:00:00,2393.716,,,,,2019-11-04 16:00:00
2019-11-04 16:00:00,2384.688,,,,,2019-11-04 17:00:00
2019-11-04 17:00:00,2385.248,,,,,2019-11-04 18:00:00
2019-11-04 18:00:00,2387.585,,,,,2019-11-04 19:00:00
2019-11-04 19:00:00,2391.35,,,,,2019-11-04 20:00:00
2019-11-04 20:00:00,2392.614,,,,,2019-11-04 21:00:00
2019-11-04 21:00:00,2396.365,,,,,2019-11-04 22:00:00
2019-11-04 22:00:00,2396.107,,,,,2019-11-04 23:00:00
2019-11-04 23:00:00,2378.998,,,,,2019-11-05 00:00:00
2019-11-05 00:00:00,2348.734,,,,,2019-11-05 01:00:00
2019-11-05 01:00:00,2307.303,,,,,2019-11-05 02:00:00
2019-11-05 02:00:00,2258.417,,,,,2019-11-05 03:00:00
2019-11-05 03:00:00,2185.737,,,,,2019-11-05 04:00:00
2019-11-05 04:00:00,2093.62,,,,,2019-11-05 05:00:00
2019-11-05 05:00:00,2037.729,,,,,2019-11-05 06:00:00
2019-11-05 06:00:00,2006.274,,,,,2019-11-05 07:00:00
2019-11-05 07:00:00,1977.045,,,,,2019-11-05 08:00:00
2019-11-05 08:00:00,1891.047,,,,,2019-11-05 09:00:00
2019-11-05 09:00:00,1825.895,,,,,2019-11-05 10:00:00
2019-11-05 10:00:00,1750.126,,,,,2019-11-05 11:00:00
2019-11-05 11:00:00,1671.52,,,,,2019-11-05 12:00:00
2019-11-05 12:00:00,1637.052,,,,,2019-11-05 13:00:00
2019-11-05 13:00:00,1563.125,,,,,2019-11-05 14:00:00
2019-11-05 14:00:00,1450.9,,,,,2019-11-05 15:00:00
2019-11-05 15:00:00,1388.871,,,,,2019-11-05 16:00:00
2019-11-05 16:00:00,1391.106,,,,,2019-11-05 17:00:00
2019-11-05 17:00:00,1343.936,,,,,2019-11-05 18:00:00
2019-11-05 18:00:00,1230.557,,,,,2019-11-05 19:00:00
2019-11-05 19:00:00,1099.199,,,,,2019-11-05 20:00:00
2019-11-05 20:00:00,964.083,,,,,2019-11-05 21:00:00
2019-11-05 21:00:00,880.938,,,,,2019-11-05 22:00:00
2019-11-05 22:00:00,809.482,,,,,2019-11-05 23:00:00
2019-11-05 23:00:00,734.514,,,,,2019-11-06 00:00:00
2019-11-06 00:00:00,635.548,,,,,2019-11-06 01:00:00
2019-11-06 01:00:00,582.381,,,,,2019-11-06 02:00:00
2019-11-06 02:00:00,549.089,,,,,2019-11-06 03:00:00
2019-11-06 03:00:00,474.369,,,,,2019-11-06 04:00:00
2019-11-06 04:00:00,367.796,,,,,2019-11-06 05:00:00
2019-11-06 05:00:00,270.309,,,,,2019-11-06 06:00:00
2019-11-06 06:00:00,226.504,,,,,2019-11-06 07:00:00
2019-11-06 07:00:00,238.221,,,,,2019-11-06 08:00:00
2019-11-06 08:00:00,199.737,,,,,2019-11-06 09:00:00
2019-11-06 09:00:00,108.101,,,,,2019-11-06 10:00:00
2019-11-06 10:00:00,59.77,,,,,2019-11-06 11:00:00
2019-11-06 11:00:00,66.002,,,,,2019-11-06 12:00:00
2019-11-06 12:00:00,93.845,,,,,2019-11-06 13:00:00
2019-11-06 13:00:00,138.698,,,,,2019-11-06 14:00:00
2019-11-06 14:00:00,200.974,,,,,2019-11-06 15:00:00
2019-11-06 15:00:00,280.543,,,,,2019-11-06 16:00:00
2019-11-06 16:00:00,370.038,,,,,2019-11-06 17:00:00
2019-11-06 17:00:00,460.079,,,,,2019-11-06 18:00:00
2019-11-06 18:00:00,557.634,,,,,2019-11-06 19:00:00
2019-11-06 19:00:00,671.818,,,,,2019-11-06 20:00:00
2019-11-06 20:00:00,806.561,,,,,2019-11-06 21:00:00
2019-11-06 21:00:00,888.849,,,,,2019-11-06 22:00:00
2019-11-06 22:00:00,921.353,,,,,2019-11-06 23:00:00
2019-11-06 23:00:00,957.967,,,,,2019-11-07 00:00:00
2019-11-07 00:00:00,1031.884,,,,,2019-11-07 01:00:00
2019-11-07 01:00:00,1168.072,,,,,2019-11-07 02:00:00
2019-11-07 02:00:00,1351.501,,,,,2019-11-07 03:00:00
2019-11-07 03:00:00,1534.993,,,,,2019-11-07 04:00:00
2019-11-07 04:00:00,1671.135,,,,,2019-11-07 05:00:00
2019-11-07 05:00:00,1804.31,,,,,2019-11-07 06:00:00
2019-11-07 06:00:00,1920.415,,,,,2019-11-07 07:00:00
2019-11-07 07:00:00,2029.144,,,,,2019-11-07 08:00:00
2019-11-07 08:00:00,2115.991,,,,,2019-11-07 09:00:00
2019-11-07 09:00:00,2175.604,,,,,2019-11-07 10:00:00
2019-11-07 10:00:00,2178.041,,,,,2019-11-07 11:00:00
2019-11-07 11:00:00,2193.374,,,,,2019-11-07 12:00:00
2019-11-07 12:00:00,2200.824,,,,,2019-11-07 13:00:00
2019-11-07 13:00:00,2215.917,,,,,2019-11-07 14:00:00
2019-11-07 14:00:00,2229.975,,,,,2019-11-07 15:00:00
2019-11-07 15:00:00,2241.033,,,,,2019-11-07 16:00:00
2019-11-07 16:00:00,2261.749,,,,,2019-11-07 17:00:00
2019-11-07 17:00:00,2249.717,,,,,2019-11-07 18:00:00
2019-11-07 18:00:00,2231.366,,,,,2019-11-07 19:00:00
2019-11-07 19:00:00,2210.432,,,,,2019-11-07 20:00:00
2019-11-07 20:00:00,2186.324,,,,,2019-11-07 21:00:00
2019-11-07 21:00:00,2158.93,,,,,2019-11-07 22:00:00
2019-11-07 22:00:00,2131.243,,,,,2019-11-07 23:00:00
2019-11-07 23:00:00,2122.371,,,,,2019-11-08 00:00:00
2019-11-08 00:00:00,2107.886,,,,,2019-11-08 01:00:00
2019-11-08 01:00:00,2093.674,,,,,2019-11-08 02:00:00
2019-11-08 02:00:00,2073.161,,,,,2019-11-08 03:00:00
2019-11-08 03:00:00,2038.162,,,,,2019-11-08 04:00:00
2019-11-08 04:00:00,1971.749,,,,,2019-11-08 05:00:00
2019-11-08 05:00:00,1890.388,,,,,2019-11-08 06:00:00
2019-11-08 06:00:00,1756.087,,,,,2019-11-08 07:00:00
2019-11-08 07:00:00,1604.027,,,,,2019-11-08 08:00:00
2019-11-08 08:00:00,1432.431,,,,,2019-11-08 09:00:00
2019-11-08 09:00:00,1251.168,,,,,2019-11-08 10:00:00
2019-11-08 10:00:00,1119.866,,,,,2019-11-08 11:00:00
2019-11-08 11:00:00,1043.133,,,,,2019-11-08 12:00:00
2019-11-08 12:00:00,961.115,,,,,2019-11-08 13:00:00
2019-11-08 13:00:00,880.962,,,,,2019-11-08 14:00:00
2019-11-08 14:00:00,795.562,,,,,2019-11-08 15:00:00
2019-11-08 15:00:00,740.017,,,,,2019-11-08 16:00:00
2019-11-08 16:00:00,703.098,,,,,2019-11-08 17:00:00
2019-11-08 17:00:00,646.258,,,,,2019-11-08 18:00:00
2019-11-08 18:00:00,556.554,,,,,2019-11-08 19:00:00
2019-11-08 19:00:00,439.688,,,,,2019-11-08 20:00:00
2019-11-08 20:00:00,335.772,,,,,2019-11-08 21:00:00
2019-11-08 21:00:00,281.476,,,,,2019-11-08 22:00:00
2019-11-08 22:00:00,251.333,,,,,2019-11-08 23:00:00
2019-11-08 23:00:00,238.211,,,,,2019-11-09 00:00:00
2019-11-09 00:00:00,259.805,,,,,2019-11-09 01:00:00
2019-11-09 01:00:00,311.836,,,,,2019-11-09 02:00:00
2019-11-09 02:00:00,376.201,,,,,2019-11-09 03:00:00
2019-11-09 03:00:00,428.369,,,,,2019-11-09 04:00:00
2019-11-09 04:00:00,480.015,,,,,2019-11-09 05:00:00
2019-11-09 05:00:00,550.423,,,,,2019-11-09 06:00:00
2019-11-09 06:00:00,656.559,,,,,2019-11-09 07:00:00
2019-11-09 07:00:00,774.251,,,,,2019-11-09 08:00:00
2019-11-09 08:00:00,858.081,,,,,2019-11-09 09:00:00
2019-11-09 09:00:00,893.031,,,,,2019-11-09 10:00:00
2019-11-09 10:00:00,867.139,,,,,2019-11-09 11:00:00
2019-11-09 11:00:00,805.058,,,,,2019-11-09 12:00:00
2019-11-09 12:00:00,735.334,,,,,2019-11-09 13:00:00
2019-11-09 13:00:00,734.552,,,,,2019-11-09 14:00:00
2019-11-09 14:00:00,858.061,,,,,2019-11-09 15:00:00
2019-11-09 15:00:00,1085.207,,,,,2019-11-09 16:00:00
2019-11-09 16:00:00,1280.143,,,,,2019-11-09 17:00:00
2019-11-09 17:00:00,1360.84,,,,,2019-11-09 18:00:00
2019-11-09 18:00:00,1396.47,,,,,2019-11-09 19:00:00
2019-11-09 19:00:00,1450.884,,,,,2019-11-09 20:00:00
2019-11-09 20:00:00,1534.935,,,,,2019-11-09 21:00:00
2019-11-09 21:00:00,1614.044,,,,,2019-11-09 22:00:00
2019-11-09 22:00:00,1649.923,,,,,2019-11-09 23:00:00
2019-11-09 23:00:00,1655.36,,,,,2019-11-10 00:00:00
2019-11-10 00:00:00,1640.994,,,,,2019-11-10 01:00:00
2019-11-10 01:00:00,1627.772,,,,,2019-11-10 02:00:00
2019-11-10 02:00:00,1617.459,,,,,2019-11-10 03:00:00
2019-11-10 03:00:00,1588.544,,,,,2019-11-10 04:00:00
2019-11-10 04:00:00,1506.952,,,,,2019-11-10 05:00:00
2019-11-10 05:00:00,1402.333,,,,,2019-11-10 06:00:00
2019-11-10 06:00:00,1282.638,,,,,2019-11-10 07:00:00
2019-11-10 07:00:00,1158.888,,,,,2019-11-10 08:00:00
2019-11-10 08:00:00,1018.193,,,,,2019-11-10 09:00:00
2019-11-10 09:00:00,843.618,,,,,2019-11-10 10:00:00
2019-11-10 10:00:00,726.027,,,,,2019-11-10 11:00:00
2019-11-10 11:00:00,590.267,,,,,2019-11-10 12:00:00
2019-11-10 12:00:00,332.471,,,,,2019-11-10 13:00:00
2019-11-10 13:00:00,155.483,,,,,2019-11-10 14:00:00
2019-11-10 14:00:00,164.56,,,,,2019-11-10 15:00:00
2019-11-10 15:00:00,296.557,,,,,2019-11-10 16:00:00
2019-11-10 16:00:00,653.917,,,,,2019-11-10 17:00:00
2019-11-10 17:00:00,902.39,,,,,2019-11-10 18:00:00
2019-11-10 18:00:00,1103.774,,,,,2019-11-10 19:00:00
2019-11-10 19:00:00,1267.536,,,,,2019-11-10 20:00:00
2019-11-10 20:00:00,1427.76,,,,,2019-11-10 21:00:00
2019-11-10 21:00:00,1668.251,,,,,2019-11-10 22:00:00
2019-11-10 22:00:00,1864.676,,,,,2019-11-10 23:00:00
2019-11-10 23:00:00,1957.726,,,,,2019-11-11 00:00:00
2019-11-11 00:00:00,2012.916,,,,,2019-11-11 01:00:00
2019-11-11 01:00:00,2055.911,,,,,2019-11-11 02:00:00
2019-11-11 02:00:00,2086.206,,,,,2019-11-11 03:00:00
2019-11-11 03:00:00,2093.673,,,,,2019-11-11 04:00:00
2019-11-11 04:00:00,2064.283,,,,,2019-11-11 05:00:00
2019-11-11 05:00:00,1875.967,,,,,2019-11-11 06:00:00
2019-11-11 06:00:00,1544.644,,,,,2019-11-11 07:00:00
2019-11-11 07:00:00,1220.874,,,,,2019-11-11 08:00:00
2019-11-11 08:00:00,1165.725,,,,,2019-11-11 09:00:00
2019-11-11 09:00:00,1180.978,,,,,2019-11-11 10:00:00
2019-11-11 10:00:00,1034.047,,,,,2019-11-11 11:00:00
2019-11-11 11:00:00,812.863,,,,,2019-11-11 12:00:00
2019-11-11 12:00:00,601.554,,,,,2019-11-11 13:00:00
2019-11-11 13:00:00,393.057,,,,,2019-11-11 14:00:00
2019-11-11 14:00:00,351.008,,,,,2019-11-11 15:00:00
2019-11-11 15:00:00,308.539,,,,,2019-11-11 16:00:00
2019-11-11 16:00:00,272.511,,,,,2019-11-11 17:00:00
2019-11-11 17:00:00,272.02,,,,,2019-11-11 18:00:00
2019-11-11 18:00:00,300.275,,,,,2019-11-11 19:00:00
2019-11-11 19:00:00,329.33,,,,,2019-11-11 20:00:00
2019-11-11 20:00:00,370.826,,,,,2019-11-11 21:00:00
2019-11-11 21:00:00,442.24,,,,,2019-11-11 22:00:00
2019-11-11 22:00:00,514.181,,,,,2019-11-11 23:00:00
2019-11-11 23:00:00,605.046,,,,,2019-11-12 00:00:00
2019-11-12 00:00:00,700.665,,,,,2019-11-12 01:00:00
2019-11-12 01:00:00,820.228,,,,,2019-11-12 02:00:00
2019-11-12 02:00:00,954.344,,,,,2019-11-12 03:00:00
2019-11-12 03:00:00,1109.969,,,,,2019-11-12 04:00:00
2019-11-12 04:00:00,1319.948,,,,,2019-11-12 05:00:00
2019-11-12 05:00:00,1529.611,,,,,2019-11-12 06:00:00
2019-11-12 06:00:00,1788.946,,,,,2019-11-12 07:00:00
2019-11-12 07:00:00,2086.256,,,,,2019-11-12 08:00:00
2019-11-12 08:00:00,2282.6,,,,,2019-11-12 09:00:00
2019-11-12 09:00:00,2385.177,,,,,2019-11-12 10:00:00
2019-11-12 10:00:00,2426.065,,,,,2019-11-12 11:00:00
2019-11-12 11:00:00,2427.701,,,,,2019-11-12 12:00:00
2019-11-12 12:00:00,2412.271,,,,,2019-11-12 13:00:00
2019-11-12 13:00:00,2382.562,,,,,2019-11-12 14:00:00
2019-11-12 14:00:00,2341.242,,,,,2019-11-12 15:00:00
2019-11-12 15:00:00,2286.555,,,,,2019-11-12 16:00:00
2019-11-12 16:00:00,2210.401,,,,,2019-11-12 17:00:00
2019-11-12 17:00:00,2144.286,,,,,2019-11-12 18:00:00
2019-11-12 18:00:00,2073.07,,,,,2019-11-12 19:00:00
2019-11-12 19:00:00,2000.473,,,,,2019-11-12 20:00:00
2019-11-12 20:00:00,1941.27,,,,,2019-11-12 21:00:00
2019-11-12 21:00:00,1859.668,,,,,2019-11-12 22:00:00
2019-11-12 22:00:00,1770.177,,,,,2019-11-12 23:00:00
2019-11-12 23:00:00,1653.596,,,,,2019-11-13 00:00:00
2019-11-13 00:00:00,1513.509,,,,,2019-11-13 01:00:00
2019-11-13 01:00:00,1365.69,,,,,2019-11-13 02:00:00
2019-11-13 02:00:00,1188.727,,,,,2019-11-13 03:00:00
2019-11-13 03:00:00,1004.181,,,,,2019-11-13 04:00:00
2019-11-13 04:00:00,843.7,,,,,2019-11-13 05:00:00
2019-11-13 05:00:00,695.511,,,,,2019-11-13 06:00:00
2019-11-13 06:00:00,557.686,,,,,2019-11-13 07:00:00
2019-11-13 07:00:00,391.826,,,,,2019-11-13 08:00:00
2019-11-13 08:00:00,238.757,,,,,2019-11-13 09:00:00
2019-11-13 09:00:00,123.221,,,,,2019-11-13 10:00:00
2019-11-13 10:00:00,57.951,,,,,2019-11-13 11:00:00
2019-11-13 11:00:00,28.406,,,,,2019-11-13 12:00:00
2019-11-13 12:00:00,22.547,,,,,2019-11-13 13:00:00
2019-11-13 13:00:00,35.476,,,,,2019-11-13 14:00:00
2019-11-13 14:00:00,71.139,,,,,2019-11-13 15:00:00
2019-11-13 15:00:00,146.266,,,,,2019-11-13 16:00:00
2019-11-13 16:00:00,258.775,,,,,2019-11-13 17:00:00
2019-11-13 17:00:00,390.152,,,,,2019-11-13 18:00:00
2019-11-13 18:00:00,508.342,,,,,2019-11-13 19:00:00
2019-11-13 19:00:00,610.412,,,,,2019-11-13 20:00:00
2019-11-13 20:00:00,707.506,,,,,2019-11-13 21:00:00
2019-11-13 21:00:00,780.911,,,,,2019-11-13 22:00:00
2019-11-13 22:00:00,835.71,,,,,2019-11-13 23:00:00
2019-11-13 23:00:00,936.709,,,,,2019-11-14 00:00:00
2019-11-14 00:00:00,1077.362,,,,,2019-11-14 01:00:00
2019-11-14 01:00:00,1192.296,,,,,2019-11-14 02:00:00
2019-11-14 02:00:00,1302.136,,,,,2019-11-14 03:00:00
2019-11-14 03:00:00,1422.814,,,,,2019-11-14 04:00:00
2019-11-14 04:00:00,1585.256,,,,,2019-11-14 05:00:00
2019-11-14 05:00:00,1758.497,,,,,2019-11-14 06:00:00
2019-11-14 06:00:00,1935.759,,,,,2019-11-14 07:00:00
2019-11-14 07:00:00,2052.059,,,,,2019-11-14 08:00:00
2019-11-14 08:00:00,2112.803,,,,,2019-11-14 09:00:00
2019-11-14 09:00:00,2113.818,,,,,2019-11-14 10:00:00
2019-11-14 10:00:00,2142.691,,,,,2019-11-14 11:00:00
2019-11-14 11:00:00,2184.035,,,,,2019-11-14 12:00:00
2019-11-14 12:00:00,2240.391,,,,,2019-11-14 13:00:00
2019-11-14 13:00:00,2289.053,,,,,2019-11-14 14:00:00
2019-11-14 14:00:00,2322.669,,,,,2019-11-14 15:00:00
2019-11-14 15:00:00,2348.249,,,,,2019-11-14 16:00:00
2019-11-14 16:00:00,2355.863,,,,,2019-11-14 17:00:00
2019-11-14 17:00:00,2339.962,,,,,2019-11-14 18:00:00
2019-11-14 18:00:00,2311.629,,,,,2019-11-14 19:00:00
2019-11-14 19:00:00,2291.45,,,,,2019-11-14 20:00:00
2019-11-14 20:00:00,2255.951,,,,,2019-11-14 21:00:00
2019-11-14 21:00:00,2211.153,,,,,2019-11-14 22:00:00
2019-11-14 22:00:00,2190.69,,,,,2019-11-14 23:00:00
2019-11-14 23:00:00,2187.552,,,,,2019-11-15 00:00:00
2019-11-15 00:00:00,2166.943,,,,,2019-11-15 01:00:00
2019-11-15 01:00:00,2147.318,,,,,2019-11-15 02:00:00
2019-11-15 02:00:00,2113.284,,,,,2019-11-15 03:00:00
2019-11-15 03:00:00,2077.431,,,,,2019-11-15 04:00:00
2019-11-15 04:00:00,2035.586,,,,,2019-11-15 05:00:00
2019-11-15 05:00:00,2015.164,,,,,2019-11-15 06:00:00
2019-11-15 06:00:00,1996.239,,,,,2019-11-15 07:00:00
2019-11-15 07:00:00,1929.854,,,,,2019-11-15 08:00:00
2019-11-15 08:00:00,1841.911,,,,,2019-11-15 09:00:00
2019-11-15 09:00:00,1750.873,,,,,2019-11-15 10:00:00
2019-11-15 10:00:00,1652.57,,,,,2019-11-15 11:00:00
2019-11-15 11:00:00,1536.954,,,,,2019-11-15 12:00:00
2019-11-15 12:00:00,1517.61,,,,,2019-11-15 13:00:00
2019-11-15 13:00:00,1451.143,,,,,2019-11-15 14:00:00
2019-11-15 14:00:00,1394.519,,,,,2019-11-15 15:00:00
2019-11-15 15:00:00,1381.041,,,,,2019-11-15 16:00:00
2019-11-15 16:00:00,1382.345,,,,,2019-11-15 17:00:00
2019-11-15 17:00:00,1401.051,,,,,2019-11-15 18:00:00
2019-11-15 18:00:00,1431.544,,,,,2019-11-15 19:00:00
2019-11-15 19:00:00,1448.461,,,,,2019-11-15 20:00:00
2019-11-15 20:00:00,1468.626,,,,,2019-11-15 21:00:00
2019-11-15 21:00:00,1457.454,,,,,2019-11-15 22:00:00
2019-11-15 22:00:00,1427.778,,,,,2019-11-15 23:00:00
2019-11-15 23:00:00,1368.211,,,,,2019-11-16 00:00:00
2019-11-16 00:00:00,1275.804,,,,,2019-11-16 01:00:00
2019-11-16 01:00:00,1218.018,,,,,2019-11-16 02:00:00
2019-11-16 02:00:00,1196.784,,,,,2019-11-16 03:00:00
2019-11-16 03:00:00,1203.633,,,,,2019-11-16 04:00:00
2019-11-16 04:00:00,1190.749,,,,,2019-11-16 05:00:00
2019-11-16 05:00:00,1141.634,,,,,2019-11-16 06:00:00
2019-11-16 06:00:00,1085.927,,,,,2019-11-16 07:00:00
2019-11-16 07:00:00,1023.668,,,,,2019-11-16 08:00:00
2019-11-16 08:00:00,933.509,,,,,2019-11-16 09:00:00
2019-11-16 09:00:00,800.123,,,,,2019-11-16 10:00:00
2019-11-16 10:00:00,647.582,,,,,2019-11-16 11:00:00
2019-11-16 11:00:00,494.099,,,,,2019-11-16 12:00:00
2019-11-16 12:00:00,385.859,,,,,2019-11-16 13:00:00
2019-11-16 13:00:00,330.281,,,,,2019-11-16 14:00:00
2019-11-16 14:00:00,332.409,,,,,2019-11-16 15:00:00
2019-11-16 15:00:00,378.741,,,,,2019-11-16 16:00:00
2019-11-16 16:00:00,437.072,,,,,2019-11-16 17:00:00
2019-11-16 17:00:00,478.339,,,,,2019-11-16 18:00:00
2019-11-16 18:00:00,482.422,,,,,2019-11-16 19:00:00
2019-11-16 19:00:00,459.073,,,,,2019-11-16 20:00:00
2019-11-16 20:00:00,419.239,,,,,2019-11-16 21:00:00
2019-11-16 21:00:00,391.595,,,,,2019-11-16 22:00:00
2019-11-16 22:00:00,377.499,,,,,2019-11-16 23:00:00
2019-11-16 23:00:00,360.008,,,,,2019-11-17 00:00:00
2019-11-17 00:00:00,338.275,,,,,2019-11-17 01:00:00
2019-11-17 01:00:00,330.058,,,,,2019-11-17 02:00:00
2019-11-17 02:00:00,331.636,,,,,2019-11-17 03:00:00
2019-11-17 03:00:00,335.86,,,,,2019-11-17 04:00:00
2019-11-17 04:00:00,364.018,,,,,2019-11-17 05:00:00
2019-11-17 05:00:00,421.157,,,,,2019-11-17 06:00:00
2019-11-17 06:00:00,458.336,,,,,2019-11-17 07:00:00
2019-11-17 07:00:00,443.258,,,,,2019-11-17 08:00:00
2019-11-17 08:00:00,397.221,,,,,2019-11-17 09:00:00
2019-11-17 09:00:00,353.063,,,,,2019-11-17 10:00:00
2019-11-17 10:00:00,314.068,,,,,2019-11-17 11:00:00
2019-11-17 11:00:00,334.096,,,,,2019-11-17 12:00:00
2019-11-17 12:00:00,482.21,,,,,2019-11-17 13:00:00
2019-11-17 13:00:00,659.821,,,,,2019-11-17 14:00:00
2019-11-17 14:00:00,826.299,,,,,2019-11-17 15:00:00
2019-11-17 15:00:00,955.296,,,,,2019-11-17 16:00:00
2019-11-17 16:00:00,1132.633,,,,,2019-11-17 17:00:00
2019-11-17 17:00:00,1297.057,,,,,2019-11-17 18:00:00
2019-11-17 18:00:00,1453.14,,,,,2019-11-17 19:00:00
2019-11-17 19:00:00,1549.143,,,,,2019-11-17 20:00:00
2019-11-17 20:00:00,1552.341,,,,,2019-11-17 21:00:00
2019-11-17 21:00:00,1563.871,,,,,2019-11-17 22:00:00
2019-11-17 22:00:00,1588.591,,,,,2019-11-17 23:00:00
2019-11-17 23:00:00,1591.347,,,,,2019-11-18 00:00:00
2019-11-18 00:00:00,1514.531,,,,,2019-11-18 01:00:00
2019-11-18 01:00:00,1415.69,,,,,2019-11-18 02:00:00
2019-11-18 02:00:00,1354.096,,,,,2019-11-18 03:00:00
2019-11-18 03:00:00,1313.371,,,,,2019-11-18 04:00:00
2019-11-18 04:00:00,1251.796,,,,,2019-11-18 05:00:00
2019-11-18 05:00:00,1212.187,,,,,2019-11-18 06:00:00
2019-11-18 06:00:00,1228.425,,,,,2019-11-18 07:00:00
2019-11-18 07:00:00,1281.816,,,,,2019-11-18 08:00:00
2019-11-18 08:00:00,1294.372,,,,,2019-11-18 09:00:00
2019-11-18 09:00:00,1212.981,,,,,2019-11-18 10:00:00
2019-11-18 10:00:00,1087.871,,,,,2019-11-18 11:00:00
2019-11-18 11:00:00,964.138,,,,,2019-11-18 12:00:00
2019-11-18 12:00:00,904.777,,,,,2019-11-18 13:00:00
2019-11-18 13:00:00,900.303,,,,,2019-11-18 14:00:00
2019-11-18 14:00:00,894.199,,,,,2019-11-18 15:00:00
2019-11-18 15:00:00,910.657,,,,,2019-11-18 16:00:00
2019-11-18 16:00:00,882.829,,,,,2019-11-18 17:00:00
2019-11-18 17:00:00,800.125,,,,,2019-11-18 18:00:00
2019-11-18 18:00:00,698.875,,,,,2019-11-18 19:00:00
2019-11-18 19:00:00,630.605,,,,,2019-11-18 20:00:00
2019-11-18 20:00:00,593.668,,,,,2019-11-18 21:00:00
2019-11-18 21:00:00,539.111,,,,,2019-11-18 22:00:00
2019-11-18 22:00:00,463.567,,,,,2019-11-18 23:00:00
2019-11-18 23:00:00,382.478,,,,,2019-11-19 00:00:00
2019-11-19 00:00:00,282.017,,,,,2019-11-19 01:00:00
2019-11-19 01:00:00,176.193,,,,,2019-11-19 02:00:00
2019-11-19 02:00:00,83.993,,,,,2019-11-19 03:00:00
2019-11-19 03:00:00,29.98,,,,,2019-11-19 04:00:00
2019-11-19 04:00:00,7.216,,,,,2019-11-19 05:00:00
2019-11-19 05:00:00,3.4,,,,,2019-11-19 06:00:00
2019-11-19 06:00:00,8.006,,,,,2019-11-19 07:00:00
2019-11-19 07:00:00,17.164,,,,,2019-11-19 08:00:00
2019-11-19 08:00:00,36.22,,,,,2019-11-19 09:00:00
2019-11-19 09:00:00,86.84,,,,,2019-11-19 10:00:00
2019-11-19 10:00:00,191.193,,,,,2019-11-19 11:00:00
2019-11-19 11:00:00,319.634,,,,,2019-11-19 12:00:00
2019-11-19 12:00:00,477.854,,,,,2019-11-19 13:00:00
2019-11-19 13:00:00,689.003,,,,,2019-11-19 14:00:00
2019-11-19 14:00:00,993.331,,,,,2019-11-19 15:00:00
2019-11-19 15:00:00,1296.314,,,,,2019-11-19 16:00:00
2019-11-19 16:00:00,1573.889,,,,,2019-11-19 17:00:00
2019-11-19 17:00:00,1789.179,,,,,2019-11-19 18:00:00
2019-11-19 18:00:00,1939.788,,,,,2019-11-19 19:00:00
2019-11-19 19:00:00,2019.175,,,,,2019-11-19 20:00:00
2019-11-19 20:00:00,2068.09,,,,,2019-11-19 21:00:00
2019-11-19 21:00:00,2086.29,,,,,2019-11-19 22:00:00
2019-11-19 22:00:00,2068.041,,,,,2019-11-19 23:00:00
2019-11-19 23:00:00,2037.48,,,,,2019-11-20 00:00:00
2019-11-20 00:00:00,2019.092,,,,,2019-11-20 01:00:00
2019-11-20 01:00:00,2027.716,,,,,2019-11-20 02:00:00
2019-11-20 02:00:00,2007.267,,,,,2019-11-20 03:00:00
2019-11-20 03:00:00,2052.883,,,,,2019-11-20 04:00:00
2019-11-20 04:00:00,2064.268,,,,,2019-11-20 05:00:00
2019-11-20 05:00:00,2103.632,,,,,2019-11-20 06:00:00
2019-11-20 06:00:00,2144.31,,,,,2019-11-20 07:00:00
2019-11-20 07:00:00,2156.204,,,,,2019-11-20 08:00:00
2019-11-20 08:00:00,2180.827,,,,,2019-11-20 09:00:00
2019-11-20 09:00:00,2215.694,,,,,2019-11-20 10:00:00
2019-11-20 10:00:00,2239.752,,,,,2019-11-20 11:00:00
2019-11-20 11:00:00,2272.665,,,,,2019-11-20 12:00:00
2019-11-20 12:00:00,2262.772,,,,,2019-11-20 13:00:00
2019-11-20 13:00:00,2224.158,,,,,2019-11-20 14:00:00
2019-11-20 14:00:00,2220.724,,,,,2019-11-20 15:00:00
2019-11-20 15:00:00,2200.867,,,,,2019-11-20 16:00:00
2019-11-20 16:00:00,2182.578,,,,,2019-11-20 17:00:00
2019-11-20 17:00:00,2178.789,,,,,2019-11-20 18:00:00
2019-11-20 18:00:00,2181.035,,,,,2019-11-20 19:00:00
2019-11-20 19:00:00,2165.614,,,,,2019-11-20 20:00:00
2019-11-20 20:00:00,2164.447,,,,,2019-11-20 21:00:00
2019-11-20 21:00:00,2189.25,,,,,2019-11-20 22:00:00
2019-11-20 22:00:00,2233.998,,,,,2019-11-20 23:00:00
